StudentID,Subject,ExamType,Score,MaxScore,Term
S0301,Math,Mid Term,94,100,Term 3
S0301,Science,Mid Term,41,100,Term 1
S0301,Math,Final Exam,60,100,Term 2
S0301,English,Mid Term,6,100,Term 3
S0301,English,Mid Term,56,100,Term 1
S0301,Science,Mid Term,92,100,Term 3
S0301,Science,Unit Test,24,100,Term 2
S0301,Math,Unit Test,22,100,Term 3
S0301,English,Final Exam,92,100,Term 3
S0301,Geography,Mid Term,22,100,Term 1
S0301,English,Mid Term,73,100,Term 2
S0301,English,Unit Test,39,100,Term 2
S0301,English,Final Exam,23,100,Term 2
S0301,Math,Final Exam,18,100,Term 3
S0301,Geography,Final Exam,81,100,Term 2
S0301,Science,Unit Test,42,100,Term 3
S0301,History,Unit Test,10,100,Term 1
S0301,Science,Mid Term,91,100,Term 3
S0302,Science,Final Exam,9,100,Term 1
S0302,History,Final Exam,71,100,Term 2
S0302,Math,Mid Term,69,100,Term 3
S0302,History,Mid Term,97,100,Term 3
S0302,English,Final Exam,61,100,Term 3
S0302,History,Final Exam,0,100,Term 2
S0302,Geography,Unit Test,52,100,Term 3
S0302,Math,Mid Term,23,100,Term 3
S0302,English,Unit Test,81,100,Term 3
S0302,Science,Mid Term,39,100,Term 2
S0302,Science,Final Exam,74,100,Term 1
S0302,Science,Unit Test,38,100,Term 3
S0302,English,Unit Test,18,100,Term 3
S0302,History,Final Exam,40,100,Term 3
S0302,English,Unit Test,60,100,Term 3
S0302,History,Unit Test,53,100,Term 3
S0302,Geography,Mid Term,23,100,Term 3
S0302,Geography,Unit Test,21,100,Term 2
S0302,History,Unit Test,76,100,Term 2
S0302,English,Unit Test,44,100,Term 3
S0302,Math,Final Exam,70,100,Term 3
S0302,Science,Final Exam,9,100,Term 1
S0302,English,Unit Test,75,100,Term 1
S0302,Science,Final Exam,26,100,Term 1
S0302,Math,Mid Term,22,100,Term 2
S0302,Geography,Final Exam,60,100,Term 2
S0302,Geography,Final Exam,24,100,Term 3
S0302,English,Final Exam,70,100,Term 1
S0302,Geography,Mid Term,64,100,Term 3
S0302,History,Mid Term,92,100,Term 3
S0303,Math,Mid Term,2,100,Term 3
S0303,Geography,Unit Test,7,100,Term 2
S0303,Geography,Unit Test,74,100,Term 3
S0303,Math,Final Exam,96,100,Term 2
S0303,History,Final Exam,54,100,Term 1
S0303,History,Final Exam,5,100,Term 1
S0303,History,Unit Test,68,100,Term 3
S0303,History,Unit Test,55,100,Term 2
S0303,Science,Mid Term,76,100,Term 1
S0303,Math,Unit Test,95,100,Term 2
S0303,English,Final Exam,15,100,Term 3
S0303,Science,Final Exam,66,100,Term 1
S0303,Geography,Final Exam,24,100,Term 3
S0303,History,Final Exam,40,100,Term 3
S0303,Math,Final Exam,86,100,Term 1
S0303,History,Mid Term,86,100,Term 2
S0303,Math,Unit Test,8,100,Term 2
S0303,Science,Unit Test,17,100,Term 3
S0303,History,Unit Test,91,100,Term 3
S0303,Science,Unit Test,35,100,Term 2
S0303,Geography,Unit Test,86,100,Term 2
S0303,Math,Final Exam,22,100,Term 1
S0303,Geography,Unit Test,28,100,Term 3
S0303,Math,Mid Term,40,100,Term 1
S0303,Geography,Mid Term,39,100,Term 1
S0303,Math,Unit Test,78,100,Term 1
S0303,Geography,Final Exam,8,100,Term 2
S0303,English,Unit Test,2,100,Term 3
S0303,Geography,Final Exam,88,100,Term 3
S0303,History,Mid Term,98,100,Term 3
S0304,Geography,Mid Term,51,100,Term 2
S0304,Geography,Mid Term,73,100,Term 2
S0304,History,Unit Test,56,100,Term 3
S0304,History,Final Exam,69,100,Term 2
S0304,Math,Unit Test,69,100,Term 1
S0304,Math,Mid Term,91,100,Term 2
S0304,Science,Final Exam,36,100,Term 1
S0304,Math,Unit Test,76,100,Term 1
S0304,History,Final Exam,82,100,Term 2
S0304,Math,Mid Term,70,100,Term 1
S0304,History,Unit Test,42,100,Term 1
S0304,English,Final Exam,82,100,Term 2
S0304,English,Final Exam,44,100,Term 2
S0304,History,Mid Term,48,100,Term 3
S0304,Science,Final Exam,53,100,Term 2
S0304,Math,Unit Test,92,100,Term 3
S0304,Science,Unit Test,69,100,Term 3
S0304,English,Unit Test,5,100,Term 1
S0304,Science,Mid Term,34,100,Term 2
S0304,Geography,Mid Term,45,100,Term 1
S0304,English,Final Exam,69,100,Term 3
S0304,Geography,Unit Test,29,100,Term 1
S0304,English,Final Exam,25,100,Term 2
S0304,Math,Final Exam,92,100,Term 3
S0304,Geography,Mid Term,28,100,Term 2
S0304,English,Unit Test,82,100,Term 1
S0304,English,Mid Term,40,100,Term 2
S0304,Science,Mid Term,60,100,Term 3
S0304,History,Final Exam,39,100,Term 1
S0304,History,Mid Term,2,100,Term 1
S0305,History,Final Exam,96,100,Term 3
S0305,Science,Final Exam,56,100,Term 2
S0305,English,Final Exam,81,100,Term 1
S0305,Science,Final Exam,39,100,Term 3
S0305,Geography,Mid Term,1,100,Term 2
S0305,Geography,Mid Term,47,100,Term 3
S0305,English,Unit Test,21,100,Term 2
S0305,English,Final Exam,37,100,Term 1
S0305,History,Mid Term,94,100,Term 3
S0305,History,Final Exam,68,100,Term 1
S0305,History,Mid Term,55,100,Term 1
S0305,History,Mid Term,8,100,Term 2
S0305,History,Final Exam,4,100,Term 1
S0305,Science,Mid Term,37,100,Term 2
S0305,English,Mid Term,50,100,Term 3
S0305,English,Mid Term,43,100,Term 3
S0305,Geography,Mid Term,37,100,Term 1
S0305,Math,Mid Term,15,100,Term 1
S0305,English,Mid Term,75,100,Term 2
S0305,Geography,Unit Test,61,100,Term 1
S0305,Geography,Mid Term,57,100,Term 1
S0305,History,Final Exam,42,100,Term 2
S0305,History,Final Exam,48,100,Term 2
S0305,History,Mid Term,43,100,Term 3
S0305,Math,Final Exam,16,100,Term 1
S0305,Science,Mid Term,91,100,Term 3
S0305,Math,Unit Test,91,100,Term 1
S0305,Math,Unit Test,14,100,Term 3
S0305,Math,Unit Test,97,100,Term 1
S0305,History,Mid Term,65,100,Term 1
S0306,Math,Unit Test,18,100,Term 2
S0306,Science,Mid Term,89,100,Term 2
S0306,History,Mid Term,72,100,Term 3
S0306,History,Final Exam,52,100,Term 2
S0306,Science,Mid Term,33,100,Term 2
S0306,Geography,Unit Test,30,100,Term 1
S0306,Geography,Final Exam,8,100,Term 3
S0306,History,Unit Test,38,100,Term 2
S0306,Science,Final Exam,8,100,Term 3
S0306,Geography,Final Exam,53,100,Term 2
S0306,History,Mid Term,24,100,Term 1
S0306,English,Final Exam,83,100,Term 1
S0306,Math,Mid Term,5,100,Term 3
S0306,Geography,Unit Test,38,100,Term 1
S0306,Science,Final Exam,76,100,Term 2
S0306,Math,Mid Term,16,100,Term 3
S0306,Geography,Mid Term,95,100,Term 3
S0306,Science,Mid Term,94,100,Term 2
S0306,Geography,Unit Test,88,100,Term 1
S0306,Geography,Mid Term,58,100,Term 1
S0306,Math,Unit Test,36,100,Term 3
S0306,English,Mid Term,23,100,Term 3
S0306,English,Unit Test,6,100,Term 2
S0306,Science,Unit Test,63,100,Term 3
S0306,English,Mid Term,11,100,Term 2
S0306,Science,Mid Term,16,100,Term 3
S0306,History,Mid Term,89,100,Term 2
S0306,Science,Mid Term,97,100,Term 1
S0306,Science,Unit Test,9,100,Term 1
S0306,History,Unit Test,73,100,Term 1
S0307,Science,Mid Term,65,100,Term 3
S0307,English,Unit Test,57,100,Term 2
S0307,Science,Mid Term,81,100,Term 3
S0307,English,Final Exam,13,100,Term 3
S0307,English,Mid Term,16,100,Term 1
S0307,Science,Mid Term,15,100,Term 1
S0307,English,Final Exam,52,100,Term 3
S0307,English,Final Exam,32,100,Term 3
S0307,History,Mid Term,87,100,Term 3
S0307,Science,Unit Test,71,100,Term 2
S0307,Math,Final Exam,72,100,Term 1
S0307,Science,Final Exam,3,100,Term 3
S0307,History,Unit Test,75,100,Term 3
S0307,English,Unit Test,66,100,Term 3
S0307,Science,Mid Term,100,100,Term 2
S0307,English,Unit Test,26,100,Term 2
S0307,English,Unit Test,14,100,Term 3
S0307,History,Mid Term,26,100,Term 1
S0307,English,Final Exam,88,100,Term 2
S0307,History,Mid Term,68,100,Term 1
S0307,English,Unit Test,90,100,Term 3
S0307,Science,Unit Test,39,100,Term 3
S0307,Geography,Mid Term,11,100,Term 2
S0307,English,Unit Test,16,100,Term 2
S0307,Math,Mid Term,18,100,Term 2
S0307,History,Mid Term,40,100,Term 2
S0307,History,Unit Test,90,100,Term 2
S0307,English,Final Exam,57,100,Term 2
S0307,Geography,Mid Term,20,100,Term 3
S0307,Science,Final Exam,49,100,Term 2
S0308,Science,Final Exam,13,100,Term 3
S0308,Geography,Mid Term,48,100,Term 3
S0308,Science,Mid Term,36,100,Term 1
S0308,English,Mid Term,28,100,Term 2
S0308,Science,Unit Test,33,100,Term 2
S0308,English,Mid Term,7,100,Term 2
S0308,Geography,Final Exam,83,100,Term 2
S0308,Geography,Final Exam,1,100,Term 3
S0308,Geography,Final Exam,23,100,Term 2
S0308,Science,Final Exam,77,100,Term 2
S0308,English,Final Exam,76,100,Term 2
S0308,Science,Final Exam,19,100,Term 3
S0308,English,Mid Term,53,100,Term 1
S0308,Math,Mid Term,3,100,Term 3
S0308,Geography,Unit Test,29,100,Term 3
S0308,English,Final Exam,89,100,Term 3
S0308,Science,Final Exam,71,100,Term 3
S0308,History,Unit Test,16,100,Term 2
S0308,History,Mid Term,40,100,Term 1
S0308,Science,Final Exam,29,100,Term 2
S0308,Math,Final Exam,76,100,Term 3
S0308,History,Final Exam,21,100,Term 3
S0308,Math,Mid Term,40,100,Term 3
S0308,English,Final Exam,16,100,Term 2
S0308,English,Final Exam,82,100,Term 2
S0308,Science,Unit Test,2,100,Term 1
S0308,Science,Final Exam,82,100,Term 1
S0308,History,Mid Term,70,100,Term 1
S0308,Geography,Final Exam,75,100,Term 2
S0308,Math,Mid Term,100,100,Term 3
S0309,History,Final Exam,43,100,Term 3
S0309,Science,Mid Term,49,100,Term 3
S0309,History,Mid Term,32,100,Term 3
S0309,Math,Final Exam,14,100,Term 2
S0309,History,Final Exam,27,100,Term 1
S0309,Math,Mid Term,52,100,Term 3
S0309,Math,Unit Test,0,100,Term 2
S0309,Science,Unit Test,22,100,Term 3
S0309,Science,Unit Test,48,100,Term 2
S0309,History,Mid Term,20,100,Term 2
S0309,Math,Final Exam,58,100,Term 2
S0309,History,Final Exam,45,100,Term 1
S0309,English,Final Exam,97,100,Term 1
S0309,Science,Mid Term,58,100,Term 2
S0309,Geography,Final Exam,25,100,Term 3
S0309,Geography,Final Exam,73,100,Term 3
S0309,English,Unit Test,11,100,Term 1
S0309,English,Final Exam,33,100,Term 2
S0309,Math,Unit Test,37,100,Term 2
S0309,Science,Final Exam,40,100,Term 2
S0309,Science,Unit Test,62,100,Term 1
S0309,Geography,Unit Test,12,100,Term 1
S0309,Geography,Final Exam,16,100,Term 3
S0309,History,Final Exam,80,100,Term 3
S0309,Math,Mid Term,28,100,Term 1
S0309,Science,Unit Test,72,100,Term 1
S0309,English,Unit Test,86,100,Term 3
S0309,Geography,Final Exam,73,100,Term 2
S0309,Geography,Unit Test,85,100,Term 2
S0309,English,Mid Term,67,100,Term 3
S0310,History,Final Exam,70,100,Term 1
S0310,Science,Mid Term,23,100,Term 1
S0310,Science,Mid Term,34,100,Term 1
S0310,Geography,Unit Test,10,100,Term 1
S0310,Science,Unit Test,49,100,Term 1
S0310,History,Mid Term,12,100,Term 1
S0310,English,Final Exam,28,100,Term 1
S0310,Geography,Unit Test,69,100,Term 3
S0310,Science,Mid Term,95,100,Term 3
S0310,Science,Mid Term,10,100,Term 2
S0310,English,Mid Term,68,100,Term 3
S0310,History,Unit Test,79,100,Term 1
S0310,Math,Final Exam,57,100,Term 1
S0310,Math,Mid Term,76,100,Term 3
S0310,History,Final Exam,85,100,Term 1
S0310,Math,Unit Test,75,100,Term 1
S0310,History,Final Exam,38,100,Term 3
S0310,Geography,Mid Term,8,100,Term 2
S0310,History,Final Exam,34,100,Term 2
S0310,Math,Final Exam,47,100,Term 3
S0310,Geography,Final Exam,20,100,Term 2
S0310,Science,Final Exam,63,100,Term 3
S0310,Science,Final Exam,76,100,Term 2
S0310,Geography,Unit Test,57,100,Term 2
S0310,Math,Unit Test,50,100,Term 1
S0310,History,Final Exam,28,100,Term 3
S0310,Geography,Mid Term,67,100,Term 2
S0310,Science,Unit Test,56,100,Term 3
S0310,History,Mid Term,77,100,Term 1
S0310,Geography,Mid Term,21,100,Term 3
S0311,History,Mid Term,98,100,Term 3
S0311,Geography,Final Exam,83,100,Term 1
S0311,Science,Mid Term,62,100,Term 1
S0311,History,Final Exam,30,100,Term 2
S0311,Math,Unit Test,70,100,Term 2
S0311,History,Final Exam,84,100,Term 2
S0311,English,Unit Test,72,100,Term 1
S0311,History,Final Exam,11,100,Term 3
S0311,Geography,Unit Test,11,100,Term 2
S0311,English,Final Exam,11,100,Term 3
S0311,Geography,Unit Test,89,100,Term 2
S0311,Math,Unit Test,42,100,Term 3
S0311,History,Final Exam,93,100,Term 2
S0311,Geography,Unit Test,28,100,Term 3
S0311,English,Mid Term,16,100,Term 2
S0311,Math,Final Exam,0,100,Term 2
S0311,History,Final Exam,6,100,Term 2
S0311,English,Unit Test,5,100,Term 2
S0311,Science,Mid Term,48,100,Term 3
S0311,History,Mid Term,78,100,Term 3
S0311,English,Final Exam,59,100,Term 2
S0311,History,Unit Test,26,100,Term 1
S0311,English,Mid Term,13,100,Term 2
S0311,Geography,Final Exam,76,100,Term 2
S0311,Geography,Final Exam,2,100,Term 3
S0311,Science,Unit Test,73,100,Term 2
S0311,English,Mid Term,10,100,Term 3
S0311,English,Final Exam,58,100,Term 1
S0311,Geography,Mid Term,32,100,Term 3
S0311,Geography,Unit Test,98,100,Term 1
S0312,English,Final Exam,94,100,Term 1
S0312,Science,Final Exam,34,100,Term 1
S0312,Geography,Unit Test,3,100,Term 3
S0312,Science,Mid Term,2,100,Term 3
S0312,Math,Unit Test,58,100,Term 1
S0312,Math,Unit Test,56,100,Term 2
S0312,Geography,Final Exam,42,100,Term 3
S0312,History,Mid Term,70,100,Term 3
S0312,Math,Unit Test,53,100,Term 2
S0312,English,Final Exam,23,100,Term 2
S0312,Science,Unit Test,87,100,Term 2
S0312,Science,Mid Term,53,100,Term 1
S0312,English,Mid Term,95,100,Term 1
S0312,History,Unit Test,2,100,Term 3
S0312,Geography,Unit Test,68,100,Term 1
S0312,English,Final Exam,27,100,Term 2
S0312,Science,Mid Term,7,100,Term 3
S0312,Geography,Unit Test,76,100,Term 1
S0312,Math,Final Exam,63,100,Term 2
S0312,Math,Final Exam,53,100,Term 2
S0312,Geography,Unit Test,17,100,Term 3
S0312,Science,Unit Test,27,100,Term 1
S0312,History,Final Exam,48,100,Term 1
S0312,English,Mid Term,22,100,Term 1
S0312,English,Unit Test,68,100,Term 3
S0312,Math,Unit Test,39,100,Term 1
S0312,English,Final Exam,40,100,Term 1
S0312,History,Final Exam,53,100,Term 3
S0312,Geography,Final Exam,85,100,Term 3
S0312,History,Mid Term,72,100,Term 3
S0313,English,Final Exam,36,100,Term 1
S0313,Science,Final Exam,4,100,Term 2
S0313,Math,Mid Term,96,100,Term 3
S0313,History,Mid Term,39,100,Term 2
S0313,History,Final Exam,41,100,Term 3
S0313,History,Unit Test,9,100,Term 1
S0313,Geography,Unit Test,18,100,Term 2
S0313,Geography,Mid Term,16,100,Term 3
S0313,History,Final Exam,76,100,Term 2
S0313,History,Mid Term,90,100,Term 2
S0313,Math,Final Exam,77,100,Term 1
S0313,Geography,Unit Test,13,100,Term 2
S0313,English,Final Exam,3,100,Term 2
S0313,Science,Final Exam,54,100,Term 2
S0313,English,Final Exam,47,100,Term 3
S0313,History,Final Exam,100,100,Term 3
S0313,Geography,Unit Test,36,100,Term 1
S0313,Geography,Final Exam,97,100,Term 2
S0313,Math,Final Exam,73,100,Term 3
S0313,Math,Mid Term,37,100,Term 3
S0313,Math,Unit Test,30,100,Term 2
S0313,Science,Unit Test,84,100,Term 2
S0313,Science,Mid Term,40,100,Term 2
S0313,History,Final Exam,42,100,Term 2
S0313,Math,Final Exam,77,100,Term 2
S0313,English,Mid Term,67,100,Term 1
S0313,Science,Unit Test,76,100,Term 1
S0313,English,Unit Test,18,100,Term 1
S0313,Math,Final Exam,19,100,Term 3
S0313,English,Final Exam,78,100,Term 2
S0314,English,Final Exam,29,100,Term 1
S0314,Math,Mid Term,53,100,Term 3
S0314,Science,Unit Test,51,100,Term 1
S0314,English,Final Exam,61,100,Term 2
S0314,Science,Unit Test,41,100,Term 2
S0314,History,Unit Test,88,100,Term 2
S0314,Geography,Unit Test,64,100,Term 3
S0314,Geography,Unit Test,37,100,Term 2
S0314,Science,Final Exam,15,100,Term 1
S0314,Math,Unit Test,19,100,Term 2
S0314,English,Unit Test,16,100,Term 1
S0314,Geography,Final Exam,4,100,Term 2
S0314,Science,Unit Test,62,100,Term 3
S0314,English,Unit Test,79,100,Term 3
S0314,History,Unit Test,7,100,Term 3
S0314,Geography,Mid Term,77,100,Term 3
S0314,History,Mid Term,89,100,Term 3
S0314,Science,Mid Term,9,100,Term 2
S0314,Science,Final Exam,60,100,Term 1
S0314,English,Unit Test,76,100,Term 3
S0314,English,Mid Term,21,100,Term 3
S0314,History,Unit Test,17,100,Term 1
S0314,Geography,Final Exam,11,100,Term 1
S0314,Geography,Final Exam,74,100,Term 3
S0314,English,Final Exam,42,100,Term 1
S0314,Science,Unit Test,69,100,Term 1
S0314,Math,Final Exam,11,100,Term 3
S0314,English,Unit Test,24,100,Term 2
S0314,Math,Mid Term,88,100,Term 1
S0314,History,Final Exam,34,100,Term 1
S0315,Science,Final Exam,50,100,Term 3
S0315,English,Final Exam,60,100,Term 3
S0315,Science,Mid Term,69,100,Term 1
S0315,Math,Final Exam,60,100,Term 1
S0315,Science,Final Exam,55,100,Term 3
S0315,Math,Final Exam,69,100,Term 3
S0315,Geography,Unit Test,54,100,Term 3
S0315,Math,Final Exam,28,100,Term 3
S0315,History,Final Exam,9,100,Term 1
S0315,Math,Mid Term,20,100,Term 2
S0315,History,Final Exam,2,100,Term 1
S0315,Science,Unit Test,6,100,Term 2
S0315,English,Mid Term,71,100,Term 1
S0315,English,Final Exam,51,100,Term 3
S0315,History,Unit Test,83,100,Term 2
S0315,Geography,Unit Test,96,100,Term 2
S0315,Math,Final Exam,4,100,Term 1
S0315,Science,Final Exam,83,100,Term 2
S0315,Science,Final Exam,68,100,Term 2
S0315,Geography,Final Exam,98,100,Term 2
S0315,Math,Mid Term,76,100,Term 1
S0315,Geography,Final Exam,58,100,Term 2
S0315,Geography,Mid Term,35,100,Term 1
S0315,Geography,Unit Test,71,100,Term 1
S0315,Geography,Mid Term,96,100,Term 1
S0315,Geography,Final Exam,41,100,Term 1
S0315,Math,Mid Term,59,100,Term 2
S0315,Geography,Unit Test,32,100,Term 3
S0315,English,Mid Term,58,100,Term 3
S0315,English,Unit Test,33,100,Term 3
S0316,Science,Mid Term,4,100,Term 1
S0316,Geography,Unit Test,88,100,Term 2
S0316,English,Mid Term,40,100,Term 3
S0316,English,Final Exam,75,100,Term 3
S0316,Geography,Unit Test,4,100,Term 2
S0316,History,Mid Term,63,100,Term 3
S0316,English,Unit Test,27,100,Term 3
S0316,English,Final Exam,75,100,Term 3
S0316,Geography,Mid Term,100,100,Term 3
S0316,History,Final Exam,35,100,Term 1
S0316,Geography,Final Exam,76,100,Term 2
S0316,Math,Unit Test,3,100,Term 1
S0316,Geography,Final Exam,13,100,Term 1
S0316,History,Mid Term,41,100,Term 3
S0316,English,Final Exam,93,100,Term 2
S0316,Geography,Mid Term,49,100,Term 1
S0316,Math,Final Exam,58,100,Term 2
S0316,Math,Final Exam,2,100,Term 2
S0316,English,Mid Term,14,100,Term 1
S0316,English,Final Exam,89,100,Term 2
S0316,Science,Mid Term,27,100,Term 3
S0316,English,Final Exam,62,100,Term 2
S0316,History,Unit Test,93,100,Term 3
S0316,History,Final Exam,91,100,Term 3
S0316,History,Unit Test,9,100,Term 1
S0316,Math,Final Exam,9,100,Term 1
S0316,English,Final Exam,9,100,Term 3
S0316,Geography,Final Exam,42,100,Term 2
S0316,Geography,Unit Test,59,100,Term 3
S0316,Science,Final Exam,43,100,Term 1
S0317,Science,Mid Term,19,100,Term 2
S0317,Science,Mid Term,56,100,Term 1
S0317,History,Final Exam,39,100,Term 2
S0317,Math,Unit Test,19,100,Term 3
S0317,Geography,Unit Test,10,100,Term 1
S0317,Math,Final Exam,0,100,Term 1
S0317,English,Final Exam,49,100,Term 3
S0317,Geography,Unit Test,14,100,Term 2
S0317,Math,Final Exam,97,100,Term 2
S0317,Geography,Mid Term,60,100,Term 3
S0317,History,Mid Term,98,100,Term 2
S0317,Geography,Mid Term,35,100,Term 2
S0317,Geography,Mid Term,72,100,Term 1
S0317,History,Final Exam,26,100,Term 3
S0317,Science,Unit Test,69,100,Term 2
S0317,Science,Final Exam,6,100,Term 1
S0317,Geography,Unit Test,7,100,Term 1
S0317,English,Mid Term,16,100,Term 1
S0317,Math,Final Exam,40,100,Term 3
S0317,History,Unit Test,8,100,Term 3
S0317,Science,Mid Term,68,100,Term 2
S0317,Science,Mid Term,56,100,Term 3
S0317,History,Unit Test,5,100,Term 3
S0317,Science,Mid Term,31,100,Term 3
S0317,Geography,Unit Test,54,100,Term 2
S0317,English,Final Exam,14,100,Term 2
S0317,History,Unit Test,25,100,Term 3
S0317,English,Final Exam,71,100,Term 1
S0317,Math,Final Exam,48,100,Term 3
S0317,English,Mid Term,74,100,Term 2
S0318,Math,Unit Test,23,100,Term 1
S0318,Science,Mid Term,87,100,Term 3
S0318,English,Unit Test,62,100,Term 2
S0318,English,Unit Test,39,100,Term 3
S0318,Geography,Mid Term,17,100,Term 1
S0318,Math,Final Exam,61,100,Term 2
S0318,Geography,Final Exam,62,100,Term 3
S0318,History,Final Exam,29,100,Term 1
S0318,Math,Mid Term,43,100,Term 3
S0318,Science,Final Exam,19,100,Term 2
S0318,Math,Final Exam,15,100,Term 3
S0318,Science,Unit Test,49,100,Term 1
S0318,Math,Mid Term,5,100,Term 2
S0318,Geography,Unit Test,39,100,Term 3
S0318,Math,Unit Test,82,100,Term 2
S0318,Science,Mid Term,59,100,Term 2
S0318,English,Unit Test,34,100,Term 3
S0318,Geography,Final Exam,18,100,Term 1
S0318,Geography,Unit Test,61,100,Term 1
S0318,History,Unit Test,10,100,Term 3
S0318,Math,Mid Term,46,100,Term 3
S0318,Science,Unit Test,81,100,Term 1
S0318,Science,Unit Test,48,100,Term 1
S0318,Geography,Mid Term,36,100,Term 2
S0318,English,Final Exam,4,100,Term 1
S0318,Geography,Mid Term,39,100,Term 2
S0318,History,Unit Test,39,100,Term 2
S0318,Geography,Mid Term,75,100,Term 2
S0318,English,Final Exam,57,100,Term 3
S0318,Math,Final Exam,93,100,Term 1
S0319,Math,Unit Test,36,100,Term 1
S0319,Math,Final Exam,80,100,Term 1
S0319,History,Unit Test,88,100,Term 1
S0319,Math,Unit Test,84,100,Term 3
S0319,English,Mid Term,28,100,Term 1
S0319,History,Unit Test,12,100,Term 3
S0319,Math,Mid Term,97,100,Term 3
S0319,English,Final Exam,77,100,Term 1
S0319,Math,Mid Term,49,100,Term 1
S0319,Science,Unit Test,25,100,Term 3
S0319,Math,Final Exam,73,100,Term 2
S0319,English,Final Exam,14,100,Term 2
S0319,Math,Final Exam,91,100,Term 2
S0319,Geography,Final Exam,16,100,Term 3
S0319,History,Final Exam,20,100,Term 2
S0319,Math,Unit Test,47,100,Term 1
S0319,Geography,Mid Term,48,100,Term 2
S0319,Science,Mid Term,88,100,Term 3
S0319,History,Unit Test,59,100,Term 1
S0319,Science,Unit Test,85,100,Term 1
S0319,History,Unit Test,4,100,Term 2
S0319,Math,Unit Test,95,100,Term 1
S0319,History,Final Exam,88,100,Term 3
S0319,Science,Unit Test,31,100,Term 2
S0319,English,Final Exam,21,100,Term 2
S0319,Math,Unit Test,73,100,Term 3
S0319,History,Final Exam,4,100,Term 2
S0319,Science,Mid Term,25,100,Term 3
S0319,Science,Final Exam,61,100,Term 3
S0319,Math,Final Exam,43,100,Term 3
S0320,English,Unit Test,40,100,Term 1
S0320,Science,Mid Term,86,100,Term 1
S0320,Science,Mid Term,57,100,Term 1
S0320,History,Final Exam,83,100,Term 2
S0320,History,Unit Test,75,100,Term 2
S0320,History,Mid Term,70,100,Term 3
S0320,Geography,Final Exam,54,100,Term 3
S0320,Geography,Mid Term,49,100,Term 2
S0320,History,Mid Term,11,100,Term 1
S0320,History,Unit Test,56,100,Term 3
S0320,History,Mid Term,12,100,Term 1
S0320,History,Unit Test,75,100,Term 3
S0320,Math,Final Exam,44,100,Term 2
S0320,History,Mid Term,41,100,Term 1
S0320,Science,Final Exam,81,100,Term 1
S0320,English,Mid Term,75,100,Term 3
S0320,English,Final Exam,87,100,Term 1
S0320,Science,Unit Test,22,100,Term 3
S0320,Science,Unit Test,8,100,Term 1
S0320,English,Mid Term,45,100,Term 1
S0320,English,Final Exam,33,100,Term 3
S0320,History,Final Exam,65,100,Term 3
S0320,Science,Unit Test,80,100,Term 3
S0320,Geography,Final Exam,6,100,Term 1
S0320,Geography,Mid Term,18,100,Term 3
S0320,English,Final Exam,43,100,Term 1
S0320,Math,Final Exam,30,100,Term 1
S0320,Math,Final Exam,86,100,Term 1
S0320,English,Mid Term,86,100,Term 1
S0320,Geography,Unit Test,22,100,Term 3
S0321,English,Mid Term,66,100,Term 3
S0321,Science,Final Exam,22,100,Term 1
S0321,Math,Mid Term,0,100,Term 3
S0321,Math,Unit Test,3,100,Term 1
S0321,History,Unit Test,63,100,Term 2
S0321,Math,Unit Test,12,100,Term 3
S0321,History,Mid Term,91,100,Term 1
S0321,English,Final Exam,34,100,Term 1
S0321,Science,Unit Test,57,100,Term 2
S0321,Science,Unit Test,96,100,Term 3
S0321,Math,Unit Test,76,100,Term 3
S0321,Math,Mid Term,35,100,Term 3
S0321,Science,Mid Term,61,100,Term 3
S0321,Geography,Final Exam,33,100,Term 1
S0321,Science,Final Exam,60,100,Term 2
S0321,Math,Final Exam,16,100,Term 1
S0321,English,Mid Term,35,100,Term 1
S0321,English,Mid Term,36,100,Term 2
S0321,English,Final Exam,15,100,Term 1
S0321,Science,Mid Term,89,100,Term 2
S0321,Science,Final Exam,77,100,Term 2
S0321,Geography,Mid Term,29,100,Term 3
S0321,English,Final Exam,12,100,Term 2
S0321,Science,Mid Term,90,100,Term 1
S0321,Geography,Unit Test,55,100,Term 2
S0321,English,Unit Test,46,100,Term 2
S0321,Geography,Final Exam,95,100,Term 2
S0321,History,Final Exam,21,100,Term 2
S0321,Math,Mid Term,74,100,Term 2
S0321,History,Final Exam,35,100,Term 2
S0322,English,Unit Test,93,100,Term 1
S0322,Geography,Final Exam,1,100,Term 1
S0322,Math,Final Exam,84,100,Term 2
S0322,Science,Unit Test,69,100,Term 1
S0322,English,Mid Term,11,100,Term 3
S0322,Math,Final Exam,76,100,Term 3
S0322,History,Unit Test,2,100,Term 2
S0322,English,Final Exam,96,100,Term 2
S0322,English,Mid Term,70,100,Term 3
S0322,Geography,Mid Term,34,100,Term 2
S0322,English,Mid Term,56,100,Term 1
S0322,Math,Unit Test,32,100,Term 3
S0322,History,Mid Term,53,100,Term 1
S0322,Geography,Final Exam,79,100,Term 2
S0322,English,Unit Test,1,100,Term 2
S0322,English,Unit Test,14,100,Term 3
S0322,English,Mid Term,10,100,Term 1
S0322,Math,Mid Term,21,100,Term 1
S0322,Geography,Mid Term,0,100,Term 1
S0322,English,Unit Test,53,100,Term 2
S0322,Geography,Final Exam,12,100,Term 3
S0322,History,Unit Test,80,100,Term 3
S0322,Science,Mid Term,37,100,Term 2
